Category,Message
spam,for ur chance to win 250 cash every wk txt play to 83370 tscs wwwmusictrivianet custcare 08715705022 1x150pwk
ham,we can go 4 e normal pilates after our intro  
spam,u can win 100 of music gift vouchers every week starting now txt the word draw to 87066 tscs wwwidewcom skillgame 1winaweek age16 150ppermesssubscription
ham,just nw i came to hme da
ham,we have pizza if u want
ham,oh shut it omg yesterday i had a dream that i had 2 kids both boys i was so pissed not only about the kids but them being boys i even told mark in my dream that he was changing diapers cause im not getting owed in the face
ham,im at home please call
spam,congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420ip45we 150pm dont miss out
spam,from next month get upto 50 more calls 4 ur standard network charge 2 activate call 9061100010 c wire3net 1st4terms pobox84 m26 3uz cost 150 min mobcudb more
ham,ok i msg u b4 i leave my house
ham,shes good she was wondering if you wont say hi but shes smiling now so how are you coping with the long distance
ham,call me when youcarlos isare here my phones vibrate is acting up and i might not hear texts
spam,guess what somebody you know secretly fancies you wanna find out who it is give us a call on 09065394973 from landline datebox1282essexcm61xn 150pmin 18
ham,can you plz tell me the ans bslvyl sent via fullonsmscom
ham,superb thought be grateful that u dont have everything u want that means u still have an opportunity to be happier tomorrow than u are today
ham,gain the rights of a wifedont demand iti am trying as husband toolets see
spam,someone has contacted our dating service and entered your phone because they fancy you to find out who it is call from a landline 09111032124  pobox12n146tf150p
ham,no i didnt mean to post it i wrote it and like so many other times ive ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasnt there i checked on my phone when i got to my car it wasnt there you said you didnt sleep you were bored so why wouldnt that be the time to clean fold laundry etc at least make the bed
ham,so hows scotland hope you are not over showing your jjc tendencies take care live the dream
ham,as in i want custom officer discount oh
ham,and miss vday the parachute and double coins u must not know me very well
ham,r u saying i should re order the slippers cos i had to pay for returning it
ham,jos ask if u wana meet up
ham,hmmm mayb can try e shoppin area one but forgot e name of hotel
ham,how much i gave to you morning
ham,is she replying has boye changed his phone number
ham,when did i use soc i use it only at home  dunno how 2 type it in word ar
ham,thank god they are in bed
ham,its  ltgt k here oh should i send home for sale
ham,jade its paul y didnt u txt me do u remember me from barmed i want 2 talk 2 u txt me
ham,1s finish meeting call me
ham,c movie is juz last minute decision mah juz watch 2 lar but i tot  not interested
ham,oh rite well im with my best mate pete who i went out with 4 a week now were 2geva again its been longer than a week
ham,wifehow she knew the time of murder exactly
ham,my sort code is  and acc no is  the bank is natwest can you reply to confirm ive sent this to the right person
ham,yay cant wait to party together
spam,hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call
ham,not sure i have the stomach for it 
ham,orh i tot u say she now still dun believe
ham,i sent you the prices and do you mean the  ltgt g
ham,my parents my kidz my friends n my colleagues all screaming surprise  and i was waiting on the sofa    naked
ham,long time you remember me today
ham,yeah like if it goes like it did with my friends imma flip my shit in like half an hour
spam,freemsg our records indicate you may be entitled to 3750 pounds for the accident you had to claim for free reply with yes to this msg to opt out text stop
spam,free entry in 2 a weekly comp for a chance to win an ipod txt pod to 80182 to get entry std txt rate tcs apply 08452810073 for details 18
ham,dont pick up d call when something important is there to tell hrishi
ham,no one interested may be some business plan
ham,its a valentine game   send dis msg to all ur friends  if 5 answers r d same then someone really loves u ques which colour suits me the bestrply me
ham,ill be there on  ltgt  ok
ham,poor girl cant go one day lmao
spam,please call our customer service representative on freephone 0808 145 4742 between 9am11pm as you have won a guaranteed 1000 cash or 5000 prize
ham,if you arent here in the next  ltgt  hours imma flip my shit
ham,who are you seeing
ham,under the sea there lays a rock in the rock there is an envelope in the envelope there is a paper on the paper there are 3 words 
ham,do you want bold 2 or bb torch
spam,call 09094100151 to use ur mins calls cast 10pmin mob vary service provided by aom just gbp5month aom box61m60 1er until u stop ages 18 only
ham, takin linear algebra today
ham,moji i love you more than words have a rich day
ham,ya even those cookies have jelly on them
ham,eatin my lunch
ham,nope wif my sis lor aft bathing my dog then i can bathe looks like its going 2 rain soon
ham,sure but make sure he knows we aint smokin yet
ham,this is hoping you enjoyed your game yesterday sorry ive not been in touch but pls know that you are fondly bein thot off have a great week abiola
ham,please tell me not all of my car keys are in your purse
ham, neva tell me how i noe im not at home in da aft wat 
ham,we not leaving yet ok lor then we go elsewhere n eat u thk
ham,7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship good morning dear
ham,hm good morning headache anyone 
ham,no i decided that only people who care about stuff vote and caring about stuff is for losers
ham,hello darlin ive finished college now so txt me when u finish if u can love kate xxx
ham,i dont know but im raping dudes at poker
ham,just got some gas money any chance you and the gang want to go on a grand nature adventure
spam,you have 1 new voicemail please call 08719181503
ham,what you doinghow are you
ham,if we win its really no 1 side for long time
ham,no but the bluray player can
ham,pls give her prometazine syrup 5mls then  ltgt mins later feed
ham,dear how is chechi did you talk to her
ham,gud gudk chikku tke care sleep well gud nyt
spam,free2day sexy st georges day pic of jordantxt pic to 89080 dont miss out then every wk a saucy celeb4 more pics c pocketbabecouk 0870241182716 3wk
spam,urgent your mobile no 077xxx won a 2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362206 asap box97n7qp 150ppm
ham,i dont know same thing thats wrong everyso often he panicks starts goin on bout not bein good enough 
spam,new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddycom txt one name to 89693 08715500022 rpl stop 2 cnl
ham,nothing really just making sure everybodys up to speed
ham,where r e meeting tmr
ham,love it daddy will make you scream with pleasure i am going to slap your ass with my dick
spam,email alertfrom jeri stewartsize 2kbsubject lowcost prescripiton drvgsto listen to email call 123
